GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
PMD Ruby,net.sourceforge.pmd.lang.ruby,RubyLanguageModule,0,26,0,0,0,3,0,1,0,1
PMD Ruby,net.sourceforge.pmd.cpd,RubyTokenizer,0,73,0,0,0,16,0,1,0,1
PMD Ruby,net.sourceforge.pmd.cpd,RubyLanguage,22,0,0,0,2,0,1,0,1,0
