GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
PMD C#,net.sourceforge.pmd.lang.cs,CsLanguageModule,18,0,0,0,3,0,1,0,1,0
PMD C#,net.sourceforge.pmd.cpd,CsTokenizer,62,445,9,64,10,102,9,34,0,2
PMD C#,net.sourceforge.pmd.cpd,CsLanguage,14,0,0,0,2,0,1,0,1,0
