GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
PMD Grooovy,net.sourceforge.pmd.cpd,GroovyTokenizer,36,45,0,2,2,13,0,3,0,2
PMD Grooovy,net.sourceforge.pmd.cpd,GroovyLanguage,14,0,0,0,2,0,1,0,1,0
PMD Grooovy,net.sourceforge.pmd.lang.groovy,GroovyLanguageModule,0,18,0,0,0,3,0,1,0,1
